frame,sx,sy,gx,gy
22845,61,89,-84,-38
22846,62,89,-83,-39
22847,63,89,-83,-39
22848,64,89,-83,-40
22849,65,89,-83,-41
22850,66,89,-82,-41
22851,67,89,-82,-42
22852,68,89,-80,-42
22853,69,89,-78,-42
22854,70,89,-76,-42
22855,71,89,-74,-42
22856,72,89,-73,-42
22857,73,89,-71,-42
22858,74,89,-69,-42
22859,75,89,-67,-42
22860,76,89,-66,-42
22861,77,89,-64,-42
22862,78,89,-62,-42
22863,79,89,-60,-42
22864,80,89,-58,-42
22865,81,89,-57,-42
22866,82,89,-55,-42
22867,83,89,-53,-42
22868,84,89,-51,-42
22869,85,89,-49,-42
22870,86,89,-48,-42
22871,87,89,-46,-42
22872,88,89,-44,-42
22873,89,89,-42,-42
22874,90,89,-41,-42
22875,91,89,-39,-42
22876,92,89,-37,-42
22877,93,89,-35,-42
22878,94,89,-33,-42
22879,95,89,-32,-42
22880,96,89,-30,-42
22881,97,89,-28,-42
22882,98,89,-26,-42
22883,99,89,-24,-42
22884,100,89,-23,-42
22885,101,89,-21,-42
22886,102,89,-19,-42
22887,103,89,-17,-42
22888,104,89,-16,-42
22889,105,89,-14,-42
22890,106,89,-12,-42
22891,107,89,-10,-42
22892,108,89,-8,-42
22893,109,89,-7,-42
22894,110,89,-5,-42
22895,111,89,-3,-42
22896,112,89,-1,-42
22897,113,89,0,-42
22898,114,89,0,-42
22899,115,89,0,-42
22900,116,89,0,-42
22901,117,89,0,-42
22902,118,89,0,-42
22903,119,89,0,-42
22904,120,89,0,-42
22905,121,89,0,-42
22906,122,89,0,-42
22907,123,89,0,-42
22908,124,89,0,-42
22909,125,89,0,-42
22910,126,89,0,-42
22911,127,89,0,-42
22912,128,89,0,-42
22913,129,89,0,-42
22914,130,89,0,-42
22915,131,89,0,-42
22916,132,89,0,-42
22917,133,89,0,-42
22918,134,89,0,-42
22919,135,89,0,-42
22920,136,89,0,-42
22921,137,89,0,-42
22922,138,89,0,-42
22923,139,89,0,-42
22924,140,89,0,-42
22925,141,89,0,-42
22926,142,89,0,-42
22927,143,89,0,-42
22928,144,89,1,-42
22929,145,89,3,-42
22930,146,89,5,-42
22931,147,89,7,-42
22932,148,89,8,-42
22933,149,89,10,-42
22934,150,89,12,-42
22935,151,89,14,-42
22936,152,89,16,-42
22937,153,89,17,-42
22938,154,89,19,-42
22939,155,89,21,-42
22940,156,89,23,-42
22941,157,89,24,-42
22942,158,89,26,-42
22943,159,89,28,-42
22944,160,89,30,-42
22945,161,89,32,-42
22946,162,89,33,-42
22947,163,89,35,-42
22948,164,89,37,-42
22949,165,89,39,-42
22950,166,89,41,-42
22951,167,89,42,-42
22952,168,89,44,-42
22953,169,89,46,-42
22954,170,89,48,-42
22955,171,89,49,-42
22956,172,89,51,-42
22957,173,89,53,-42
22958,174,89,55,-42
22959,175,89,57,-42
22960,176,89,58,-42
22961,177,89,60,-42
22962,178,89,62,-42
22963,179,89,64,-42
22964,180,89,66,-42
22965,181,89,67,-42
22966,182,89,69,-42
22967,183,89,71,-42
22968,184,89,73,-42
22969,185,89,74,-42
22970,186,89,76,-42
22971,187,89,78,-42
22972,188,89,80,-42
22973,189,89,82,-42
22974,190,89,82,-41
22975,191,89,83,-41
22976,192,89,83,-40
22977,193,89,83,-39
22978,194,89,83,-39
22979,195,89,84,-38
22980,196,89,84,-38
22981,197,89,84,-37
22982,198,89,85,-36
22983,199,89,85,-36
22984,200,89,85,-35
22985,201,89,85,-35
22986,202,89,85,-34
22987,203,89,85,-34
22988,204,89,86,-33
22989,205,89,86,-33
22990,206,89,86,-32
22991,207,89,86,-32
22992,208,89,87,-31
22993,209,89,87,-31
22994,210,89,87,-30
22995,211,89,87,-30
22996,212,89,87,-29
22997,213,89,87,-29
22998,214,89,87,-29
22999,215,89,88,-29
23000,216,89,88,-29
23001,217,89,88,-27
23002,218,89,88,-27
23003,219,89,88,-27
23004,220,89,88,-27
23005,221,89,88,-27
23006,222,89,88,-27
23007,223,89,89,-26
23008,224,89,89,-26
23009,225,89,89,-26
23010,226,89,89,-25
23011,227,89,89,-25
23012,228,89,89,-25
23013,229,89,90,-24
23014,230,89,90,-24
23015,231,89,90,-24
23016,232,89,90,-24
23017,233,89,90,-23
23018,234,89,90,-23
23019,235,89,90,-23
23020,236,89,90,-22
23021,237,89,90,-22
23022,238,89,90,-22
23023,239,89,90,-22
23024,240,89,90,-22
23025,241,89,91,-21
23026,242,89,91,-21
23027,243,89,91,-21
23028,244,89,91,-21
23029,245,89,91,-20
23030,246,89,91,-20
23031,247,89,91,-20
23032,248,89,91,-20
23033,249,89,91,-20
23034,250,89,91,-19
23035,251,89,91,-19
23036,252,89,91,-19
23037,253,89,91,-19
23038,254,89,91,-19
23039,255,89,92,-19
23040,0,90,-92,-18
23041,1,90,-92,-19
23042,2,90,-92,-19
23043,3,90,-92,-19
23044,4,90,-92,-19
23045,5,90,-92,-19
23046,6,90,-91,-19
23047,7,90,-91,-19
23048,8,90,-91,-19
23049,9,90,-91,-19
23050,10,90,-91,-19
23051,11,90,-91,-19
23052,12,90,-91,-20
23053,13,90,-91,-20
23054,14,90,-91,-20
23055,15,90,-91,-20
23056,16,90,-91,-21
23057,17,90,-91,-21
23058,18,90,-91,-21
23059,19,90,-91,-21
23060,20,90,-90,-22
23061,21,90,-90,-22
23062,22,90,-90,-22
23063,23,90,-90,-22
23064,24,90,-90,-23
23065,25,90,-90,-23
23066,26,90,-90,-23
23067,27,90,-90,-23
23068,28,90,-90,-24
23069,29,90,-90,-24
23070,30,90,-90,-24
23071,31,90,-89,-25
23072,32,90,-89,-25
23073,33,90,-89,-25
23074,34,90,-89,-25
23075,35,90,-89,-26
23076,36,90,-89,-26
23077,37,90,-89,-26
23078,38,90,-88,-27
23079,39,90,-88,-27
23080,40,90,-88,-27
23081,41,90,-88,-27
23082,42,90,-88,-27
23083,43,90,-88,-28
23084,44,90,-88,-29
23085,45,90,-87,-29
23086,46,90,-87,-29
23087,47,90,-87,-29
23088,48,90,-87,-30
23089,49,90,-87,-30
23090,50,90,-87,-31
23091,51,90,-87,-31
23092,52,90,-86,-32
23093,53,90,-86,-32
23094,54,90,-86,-33
23095,55,90,-86,-33
23096,56,90,-85,-34
23097,57,90,-85,-34
23098,58,90,-85,-35
23099,59,90,-85,-36
23100,60,90,-85,-36
23101,61,90,-84,-37
23102,62,90,-84,-38
23103,63,90,-84,-38
23104,64,90,-83,-39
23105,65,90,-83,-40
23106,66,90,-83,-41
23107,67,90,-82,-41
23108,68,90,-80,-41
23109,69,90,-78,-41
23110,70,90,-76,-41
23111,71,90,-74,-41
23112,72,90,-73,-41
23113,73,90,-71,-41
23114,74,90,-69,-41
23115,75,90,-67,-41
23116,76,90,-66,-41
23117,77,90,-64,-41
23118,78,90,-62,-41
23119,79,90,-60,-41
23120,80,90,-58,-41
23121,81,90,-57,-41
23122,82,90,-55,-41
23123,83,90,-53,-41
23124,84,90,-51,-41
23125,85,90,-49,-41
23126,86,90,-48,-41
23127,87,90,-46,-41
23128,88,90,-44,-41
23129,89,90,-42,-41
23130,90,90,-41,-41
23131,91,90,-39,-41
23132,92,90,-37,-41
23133,93,90,-35,-41
23134,94,90,-33,-41
23135,95,90,-32,-41
23136,96,90,-30,-41
23137,97,90,-28,-41
23138,98,90,-26,-41
23139,99,90,-24,-41
23140,100,90,-23,-41
23141,101,90,-21,-41
23142,102,90,-19,-41
23143,103,90,-17,-41
23144,104,90,-16,-41
23145,105,90,-14,-41
23146,106,90,-12,-41
23147,107,90,-10,-41
23148,108,90,-8,-41
23149,109,90,-7,-41
23150,110,90,-5,-41
23151,111,90,-3,-41
23152,112,90,-1,-41
23153,113,90,0,-41
23154,114,90,0,-41
23155,115,90,0,-41
23156,116,90,0,-41
23157,117,90,0,-41
23158,118,90,0,-41
23159,119,90,0,-41
23160,120,90,0,-41
23161,121,90,0,-41
23162,122,90,0,-41
23163,123,90,0,-41
23164,124,90,0,-41
23165,125,90,0,-41
23166,126,90,0,-41
23167,127,90,0,-41
23168,128,90,0,-41
23169,129,90,0,-41
23170,130,90,0,-41
23171,131,90,0,-41
23172,132,90,0,-41
23173,133,90,0,-41
23174,134,90,0,-41
23175,135,90,0,-41
23176,136,90,0,-41
23177,137,90,0,-41
23178,138,90,0,-41
23179,139,90,0,-41
23180,140,90,0,-41
23181,141,90,0,-41
23182,142,90,0,-41
23183,143,90,0,-41
23184,144,90,1,-41
23185,145,90,3,-41
23186,146,90,5,-41
23187,147,90,7,-41
23188,148,90,8,-41
23189,149,90,10,-41
23190,150,90,12,-41
23191,151,90,14,-41
23192,152,90,16,-41
23193,153,90,17,-41
23194,154,90,19,-41
23195,155,90,21,-41
23196,156,90,23,-41
23197,157,90,24,-41
23198,158,90,26,-41
23199,159,90,28,-41
23200,160,90,30,-41
23201,161,90,32,-41
23202,162,90,33,-41
23203,163,90,35,-41
23204,164,90,37,-41
23205,165,90,39,-41
23206,166,90,41,-41
23207,167,90,42,-41
23208,168,90,44,-41
23209,169,90,46,-41
23210,170,90,48,-41
23211,171,90,49,-41
23212,172,90,51,-41
23213,173,90,53,-41
23214,174,90,55,-41
23215,175,90,57,-41
23216,176,90,58,-41
23217,177,90,60,-41
23218,178,90,62,-41
23219,179,90,64,-41
23220,180,90,66,-41
23221,181,90,67,-41
23222,182,90,69,-41
23223,183,90,71,-41
23224,184,90,73,-41
23225,185,90,74,-41
23226,186,90,76,-41
23227,187,90,78,-41
23228,188,90,80,-41
23229,189,90,82,-41
23230,190,90,83,-41
23231,191,90,83,-40
23232,192,90,83,-39
23233,193,90,84,-38
23234,194,90,84,-38
23235,195,90,84,-37
23236,196,90,85,-36
23237,197,90,85,-36
23238,198,90,85,-35
23239,199,90,85,-34
23240,200,90,85,-34
23241,201,90,86,-33
23242,202,90,86,-33
23243,203,90,86,-32
23244,204,90,86,-32
23245,205,90,87,-31
23246,206,90,87,-31
23247,207,90,87,-30
23248,208,90,87,-30
23249,209,90,87,-29
23250,210,90,87,-29
23251,211,90,87,-29
23252,212,90,88,-29
23253,213,90,88,-28
23254,214,90,88,-27
23255,215,90,88,-27
23256,216,90,88,-27
23257,217,90,88,-27
23258,218,90,88,-27
23259,219,90,89,-26
23260,220,90,89,-26
23261,221,90,89,-26
23262,222,90,89,-25
23263,223,90,89,-25
23264,224,90,89,-25
23265,225,90,89,-25
23266,226,90,90,-24
23267,227,90,90,-24
23268,228,90,90,-24
23269,229,90,90,-23
23270,230,90,90,-23
23271,231,90,90,-23
23272,232,90,90,-23
23273,233,90,90,-22
23274,234,90,90,-22
23275,235,90,90,-22
23276,236,90,90,-22
23277,237,90,91,-21
23278,238,90,91,-21
23279,239,90,91,-21
23280,240,90,91,-21
23281,241,90,91,-20
23282,242,90,91,-20
23283,243,90,91,-20
23284,244,90,91,-20
23285,245,90,91,-19
23286,246,90,91,-19
23287,247,90,91,-19
23288,248,90,91,-19
23289,249,90,91,-19
23290,250,90,91,-19
23291,251,90,92,-19
23292,252,90,92,-19
23293,253,90,92,-19
23294,254,90,92,-19
23295,255,90,92,-19
23296,0,91,-92,-17
23297,1,91,-92,-17
23298,2,91,-92,-17
23299,3,91,-92,-17
23300,4,91,-92,-17
23301,5,91,-92,-18
23302,6,91,-92,-19
23303,7,91,-92,-19
23304,8,91,-92,-19
23305,9,91,-92,-19
23306,10,91,-92,-19
23307,11,91,-91,-19
23308,12,91,-91,-19
23309,13,91,-91,-19
23310,14,91,-91,-19
23311,15,91,-91,-19
23312,16,91,-91,-20
23313,17,91,-91,-20
23314,18,91,-91,-20
23315,19,91,-91,-20
23316,20,91,-91,-21
23317,21,91,-91,-21
23318,22,91,-91,-21
23319,23,91,-91,-21
23320,24,91,-91,-21
23321,25,91,-90,-22
23322,26,91,-90,-22
23323,27,91,-90,-22
23324,28,91,-90,-23
23325,29,91,-90,-23
23326,30,91,-90,-23
23327,31,91,-90,-23
23328,32,91,-90,-24
23329,33,91,-90,-24
23330,34,91,-90,-24
23331,35,91,-89,-25
23332,36,91,-89,-25
23333,37,91,-89,-25
23334,38,91,-89,-26
23335,39,91,-89,-26
23336,40,91,-89,-26
23337,41,91,-88,-27
23338,42,91,-88,-27
23339,43,91,-88,-27
23340,44,91,-88,-27
23341,45,91,-88,-27
23342,46,91,-88,-28
23343,47,91,-88,-29
23344,48,91,-87,-29
23345,49,91,-87,-29
23346,50,91,-87,-29
23347,51,91,-87,-30
23348,52,91,-87,-30
23349,53,91,-87,-31
23350,54,91,-87,-31
23351,55,91,-86,-32
23352,56,91,-86,-33
23353,57,91,-86,-33
23354,58,91,-85,-34
23355,59,91,-85,-34
23356,60,91,-85,-35
23357,61,91,-85,-35
23358,62,91,-85,-36
23359,63,91,-84,-37
23360,64,91,-84,-37
23361,65,91,-84,-38
23362,66,91,-83,-39
23363,67,91,-82,-39
23364,68,91,-80,-39
23365,69,91,-78,-39
23366,70,91,-76,-39
23367,71,91,-74,-39
23368,72,91,-73,-39
23369,73,91,-71,-39
23370,74,91,-69,-39
23371,75,91,-67,-39
23372,76,91,-66,-39
23373,77,91,-64,-39
23374,78,91,-62,-39
23375,79,91,-60,-39
23376,80,91,-58,-39
23377,81,91,-57,-39
23378,82,91,-55,-39
23379,83,91,-53,-39
23380,84,91,-51,-39
23381,85,91,-49,-39
23382,86,91,-48,-39
23383,87,91,-46,-39
23384,88,91,-44,-39
23385,89,91,-42,-39
23386,90,91,-41,-39
23387,91,91,-39,-39
23388,92,91,-37,-39
23389,93,91,-35,-39
23390,94,91,-33,-39
23391,95,91,-32,-39
23392,96,91,-30,-39
23393,97,91,-28,-39
23394,98,91,-26,-39
23395,99,91,-24,-39
23396,100,91,-23,-39
23397,101,91,-21,-39
23398,102,91,-19,-39
23399,103,91,-17,-39
23400,104,91,-16,-39
23401,105,91,-14,-39
23402,106,91,-12,-39
23403,107,91,-10,-39
23404,108,91,-8,-39
23405,109,91,-7,-39
23406,110,91,-5,-39
23407,111,91,-3,-39
23408,112,91,-1,-39
23409,113,91,0,-39
23410,114,91,0,-39
23411,115,91,0,-39
23412,116,91,0,-39
23413,117,91,0,-39
23414,118,91,0,-39
23415,119,91,0,-39
23416,120,91,0,-39
23417,121,91,0,-39
23418,122,91,0,-39
23419,123,91,0,-39
23420,124,91,0,-39
23421,125,91,0,-39
23422,126,91,0,-39
23423,127,91,0,-39
23424,128,91,0,-39
23425,129,91,0,-39
23426,130,91,0,-39
23427,131,91,0,-39
23428,132,91,0,-39
23429,133,91,0,-39
23430,134,91,0,-39
23431,135,91,0,-39
23432,136,91,0,-39
23433,137,91,0,-39
23434,138,91,0,-39
23435,139,91,0,-39
23436,140,91,0,-39
23437,141,91,0,-39
23438,142,91,0,-39
23439,143,91,0,-39
23440,144,91,1,-39
23441,145,91,3,-39
23442,146,91,5,-39
23443,147,91,7,-39
23444,148,91,8,-39
23445,149,91,10,-39
23446,150,91,12,-39
23447,151,91,14,-39
23448,152,91,16,-39
23449,153,91,17,-39
23450,154,91,19,-39
23451,155,91,21,-39
23452,156,91,23,-39
23453,157,91,24,-39
23454,158,91,26,-39
23455,159,91,28,-39
23456,160,91,30,-39
23457,161,91,32,-39
23458,162,91,33,-39
23459,163,91,35,-39
23460,164,91,37,-39
23461,165,91,39,-39
23462,166,91,41,-39
23463,167,91,42,-39
23464,168,91,44,-39
23465,169,91,46,-39
23466,170,91,48,-39
23467,171,91,49,-39
23468,172,91,51,-39
23469,173,91,53,-39
23470,174,91,55,-39
23471,175,91,57,-39
23472,176,91,58,-39
23473,177,91,60,-39
23474,178,91,62,-39
23475,179,91,64,-39
23476,180,91,66,-39
23477,181,91,67,-39
23478,182,91,69,-39
23479,183,91,71,-39
23480,184,91,73,-39
23481,185,91,74,-39
23482,186,91,76,-39
23483,187,91,78,-39
23484,188,91,80,-39
23485,189,91,82,-39
23486,190,91,83,-39
23487,191,91,84,-38
23488,192,91,84,-37
23489,193,91,84,-37
23490,194,91,85,-36
23491,195,91,85,-35
23492,196,91,85,-35
23493,197,91,85,-34
23494,198,91,85,-34
23495,199,91,86,-33
23496,200,91,86,-33
23497,201,91,86,-32
23498,202,91,87,-31
23499,203,91,87,-31
23500,204,91,87,-30
23501,205,91,87,-30
23502,206,91,87,-29
23503,207,91,87,-29
23504,208,91,87,-29
23505,209,91,88,-29
23506,210,91,88,-28
23507,211,91,88,-27
23508,212,91,88,-27
23509,213,91,88,-27
23510,214,91,88,-27
23511,215,91,88,-27
23512,216,91,89,-26
23513,217,91,89,-26
23514,218,91,89,-26
23515,219,91,89,-25
23516,220,91,89,-25
23517,221,91,89,-25
23518,222,91,90,-24
23519,223,91,90,-24
23520,224,91,90,-24
23521,225,91,90,-23
23522,226,91,90,-23
23523,227,91,90,-23
23524,228,91,90,-23
23525,229,91,90,-22
23526,230,91,90,-22
23527,231,91,90,-22
23528,232,91,91,-21
23529,233,91,91,-21
23530,234,91,91,-21
23531,235,91,91,-21
23532,236,91,91,-21
23533,237,91,91,-20
23534,238,91,91,-20
23535,239,91,91,-20
23536,240,91,91,-20
23537,241,91,91,-19
23538,242,91,91,-19
23539,243,91,91,-19
23540,244,91,91,-19
23541,245,91,91,-19
23542,246,91,92,-19
23543,247,91,92,-19
23544,248,91,92,-19
23545,249,91,92,-19
23546,250,91,92,-19
23547,251,91,92,-18
23548,252,91,92,-17
23549,253,91,92,-17
23550,254,91,92,-17
23551,255,91,92,-17
23552,0,92,-93,-17
23553,1,92,-93,-17
23554,2,92,-93,-17
23555,3,92,-93,-17
23556,4,92,-93,-17
23557,5,92,-92,-17
23558,6,92,-92,-17
23559,7,92,-92,-17
23560,8,92,-92,-17
23561,9,92,-92,-17
23562,10,92,-92,-18
23563,11,92,-92,-19
23564,12,92,-92,-19
23565,13,92,-92,-19
23566,14,92,-92,-19
23567,15,92,-92,-19
23568,16,92,-91,-19
23569,17,92,-91,-19
23570,18,92,-91,-19
23571,19,92,-91,-19
23572,20,92,-91,-20
23573,21,92,-91,-20
23574,22,92,-91,-20
23575,23,92,-91,-20
23576,24,92,-91,-20
23577,25,92,-91,-21
23578,26,92,-91,-21
23579,27,92,-91,-21
23580,28,92,-91,-21
23581,29,92,-90,-22
23582,30,92,-90,-22
23583,31,92,-90,-22
23584,32,92,-90,-23
23585,33,92,-90,-23
23586,34,92,-90,-23
23587,35,92,-90,-23
23588,36,92,-90,-24
23589,37,92,-90,-24
23590,38,92,-90,-24
23591,39,92,-89,-25
23592,40,92,-89,-25
23593,41,92,-89,-25
23594,42,92,-89,-26
23595,43,92,-89,-26
23596,44,92,-88,-27
23597,45,92,-88,-27
23598,46,92,-88,-27
23599,47,92,-88,-27
23600,48,92,-88,-27
23601,49,92,-88,-28
23602,50,92,-88,-29
23603,51,92,-87,-29
23604,52,92,-87,-29
23605,53,92,-87,-30
23606,54,92,-87,-30
23607,55,92,-87,-31
23608,56,92,-87,-31
23609,57,92,-86,-32
23610,58,92,-86,-32
23611,59,92,-86,-33
23612,60,92,-86,-33
23613,61,92,-85,-34
23614,62,92,-85,-34
23615,63,92,-85,-35
23616,64,92,-85,-36
23617,65,92,-84,-36
23618,66,92,-83,-37
23619,67,92,-82,-37
23620,68,92,-80,-37
23621,69,92,-78,-37
23622,70,92,-76,-37
23623,71,92,-74,-37
23624,72,92,-73,-37
23625,73,92,-71,-37
23626,74,92,-69,-37
23627,75,92,-67,-37
23628,76,92,-66,-37
23629,77,92,-64,-37
23630,78,92,-62,-37
23631,79,92,-60,-37
23632,80,92,-58,-37
23633,81,92,-57,-37
23634,82,92,-55,-37
23635,83,92,-53,-37
23636,84,92,-51,-37
23637,85,92,-49,-37
23638,86,92,-48,-37
23639,87,92,-46,-37
23640,88,92,-44,-37
23641,89,92,-42,-37
23642,90,92,-41,-37
23643,91,92,-39,-37
23644,92,92,-37,-37
23645,93,92,-35,-37
23646,94,92,-33,-37
23647,95,92,-32,-37
23648,96,92,-30,-37
23649,97,92,-28,-37
23650,98,92,-26,-37
23651,99,92,-24,-37
23652,100,92,-23,-37
23653,101,92,-21,-37
23654,102,92,-19,-37
23655,103,92,-17,-37
23656,104,92,-16,-37
23657,105,92,-14,-37
23658,106,92,-12,-37
23659,107,92,-10,-37
23660,108,92,-8,-37
23661,109,92,-7,-37
23662,110,92,-5,-37
23663,111,92,-3,-37
23664,112,92,-1,-37
23665,113,92,0,-37
23666,114,92,0,-37
23667,115,92,0,-37
23668,116,92,0,-37
23669,117,92,0,-37
23670,118,92,0,-37
23671,119,92,0,-37
23672,120,92,0,-37
23673,121,92,0,-37
23674,122,92,0,-37
23675,123,92,0,-37
23676,124,92,0,-37
23677,125,92,0,-37
23678,126,92,0,-37
23679,127,92,0,-37
23680,128,92,0,-37
23681,129,92,0,-37
23682,130,92,0,-37
23683,131,92,0,-37
23684,132,92,0,-37
23685,133,92,0,-37
23686,134,92,0,-37
23687,135,92,0,-37
23688,136,92,0,-37
23689,137,92,0,-37
23690,138,92,0,-37
23691,139,92,0,-37
23692,140,92,0,-37
23693,141,92,0,-37
23694,142,92,0,-37
23695,143,92,0,-37
23696,144,92,1,-37
23697,145,92,3,-37
23698,146,92,5,-37
23699,147,92,7,-37
23700,148,92,8,-37
23701,149,92,10,-37
23702,150,92,12,-37
23703,151,92,14,-37
23704,152,92,16,-37
23705,153,92,17,-37
23706,154,92,19,-37
23707,155,92,21,-37
23708,156,92,23,-37
23709,157,92,24,-37
23710,158,92,26,-37
23711,159,92,28,-37
23712,160,92,30,-37
23713,161,92,32,-37
23714,162,92,33,-37
23715,163,92,35,-37
23716,164,92,37,-37
23717,165,92,39,-37
23718,166,92,41,-37
23719,167,92,42,-37
23720,168,92,44,-37
23721,169,92,46,-37
23722,170,92,48,-37
23723,171,92,49,-37
23724,172,92,51,-37
23725,173,92,53,-37
23726,174,92,55,-37
23727,175,92,57,-37
23728,176,92,58,-37
23729,177,92,60,-37
23730,178,92,62,-37
23731,179,92,64,-37
23732,180,92,66,-37
23733,181,92,67,-37
23734,182,92,69,-37
23735,183,92,71,-37
23736,184,92,73,-37
23737,185,92,74,-37
23738,186,92,76,-37
23739,187,92,78,-37
23740,188,92,80,-37
23741,189,92,82,-37
23742,190,92,83,-37
23743,191,92,84,-36
23744,192,92,85,-36
23745,193,92,85,-35
23746,194,92,85,-34
23747,195,92,85,-34
23748,196,92,86,-33
23749,197,92,86,-33
23750,198,92,86,-32
23751,199,92,86,-32
23752,200,92,87,-31
23753,201,92,87,-31
23754,202,92,87,-30
23755,203,92,87,-30
23756,204,92,87,-29
23757,205,92,87,-29
23758,206,92,88,-29
23759,207,92,88,-28
23760,208,92,88,-27
23761,209,92,88,-27
23762,210,92,88,-27
23763,211,92,88,-27
23764,212,92,88,-27
23765,213,92,89,-26
23766,214,92,89,-26
23767,215,92,89,-25
23768,216,92,89,-25
23769,217,92,89,-25
23770,218,92,90,-24
23771,219,92,90,-24
23772,220,92,90,-24
23773,221,92,90,-23
23774,222,92,90,-23
23775,223,92,90,-23
23776,224,92,90,-23
23777,225,92,90,-22
23778,226,92,90,-22
23779,227,92,90,-22
23780,228,92,91,-21
23781,229,92,91,-21
23782,230,92,91,-21
23783,231,92,91,-21
23784,232,92,91,-20
23785,233,92,91,-20
23786,234,92,91,-20
23787,235,92,91,-20
23788,236,92,91,-20
23789,237,92,91,-19
23790,238,92,91,-19
23791,239,92,91,-19
23792,240,92,91,-19
23793,241,92,92,-19
23794,242,92,92,-19
23795,243,92,92,-19
23796,244,92,92,-19
23797,245,92,92,-19
23798,246,92,92,-18
23799,247,92,92,-17
23800,248,92,92,-17
23801,249,92,92,-17
23802,250,92,92,-17
23803,251,92,92,-17
23804,252,92,93,-17
23805,253,92,93,-17
23806,254,92,93,-17
23807,255,92,93,-17
23808,0,93,-93,-16
23809,1,93,-93,-16
23810,2,93,-93,-16
23811,3,93,-93,-16
23812,4,93,-93,-17
23813,5,93,-93,-17
23814,6,93,-93,-17
23815,7,93,-93,-17
23816,8,93,-93,-17
23817,9,93,-93,-17
23818,10,93,-92,-17
23819,11,93,-92,-17
23820,12,93,-92,-17
23821,13,93,-92,-17
23822,14,93,-92,-17
23823,15,93,-92,-18
23824,16,93,-92,-19
23825,17,93,-92,-19
23826,18,93,-92,-19
23827,19,93,-92,-19
23828,20,93,-91,-19
23829,21,93,-91,-19
23830,22,93,-91,-19
23831,23,93,-91,-19
23832,24,93,-91,-19
23833,25,93,-91,-20
23834,26,93,-91,-20
23835,27,93,-91,-20
23836,28,93,-91,-20
23837,29,93,-91,-21
23838,30,93,-91,-21
23839,31,93,-91,-21
23840,32,93,-91,-21
23841,33,93,-90,-22
23842,34,93,-90,-22
23843,35,93,-90,-22
23844,36,93,-90,-23
23845,37,93,-90,-23
23846,38,93,-90,-23
23847,39,93,-90,-24
23848,40,93,-90,-24
23849,41,93,-90,-24
23850,42,93,-89,-25
23851,43,93,-89,-25
23852,44,93,-89,-25
23853,45,93,-89,-26
23854,46,93,-89,-26
23855,47,93,-88,-27
23856,48,93,-88,-27
23857,49,93,-88,-27
23858,50,93,-88,-27
23859,51,93,-88,-27
23860,52,93,-88,-28
23861,53,93,-88,-29
23862,54,93,-87,-29
23863,55,93,-87,-29
23864,56,93,-87,-30
23865,57,93,-87,-30
23866,58,93,-87,-31
23867,59,93,-87,-31
23868,60,93,-86,-32
23869,61,93,-86,-32
23870,62,93,-86,-33
23871,63,93,-86,-33
23872,64,93,-85,-34
23873,65,93,-85,-35
23874,66,93,-83,-35
23875,67,93,-82,-35
23876,68,93,-80,-35
23877,69,93,-78,-35
23878,70,93,-76,-35
23879,71,93,-74,-35
23880,72,93,-73,-35
23881,73,93,-71,-35
23882,74,93,-69,-35
23883,75,93,-67,-35
23884,76,93,-66,-35
23885,77,93,-64,-35
23886,78,93,-62,-35
23887,79,93,-60,-35
23888,80,93,-58,-35
23889,81,93,-57,-35
23890,82,93,-55,-35
23891,83,93,-53,-35
23892,84,93,-51,-35
23893,85,93,-49,-35
23894,86,93,-48,-35
23895,87,93,-46,-35
23896,88,93,-44,-35
23897,89,93,-42,-35
23898,90,93,-41,-35
23899,91,93,-39,-35
23900,92,93,-37,-35
23901,93,93,-35,-35
23902,94,93,-33,-35
23903,95,93,-32,-35
23904,96,93,-30,-35
23905,97,93,-28,-35
23906,98,93,-26,-35
23907,99,93,-24,-35
23908,100,93,-23,-35
23909,101,93,-21,-35
23910,102,93,-19,-35
23911,103,93,-17,-35
23912,104,93,-16,-35
23913,105,93,-14,-35
23914,106,93,-12,-35
23915,107,93,-10,-35
23916,108,93,-8,-35
23917,109,93,-7,-35
23918,110,93,-5,-35
23919,111,93,-3,-35
23920,112,93,-1,-35
23921,113,93,0,-35
23922,114,93,0,-35
23923,115,93,0,-35
23924,116,93,0,-35
23925,117,93,0,-35
23926,118,93,0,-35
23927,119,93,0,-35
23928,120,93,0,-35
23929,121,93,0,-35
23930,122,93,0,-35
23931,123,93,0,-35
23932,124,93,0,-35
23933,125,93,0,-35
23934,126,93,0,-35
23935,127,93,0,-35
23936,128,93,0,-35
23937,129,93,0,-35
23938,130,93,0,-35
23939,131,93,0,-35
23940,132,93,0,-35
23941,133,93,0,-35
23942,134,93,0,-35
23943,135,93,0,-35
23944,136,93,0,-35
23945,137,93,0,-35
23946,138,93,0,-35
23947,139,93,0,-35
23948,140,93,0,-35
23949,141,93,0,-35
23950,142,93,0,-35
23951,143,93,0,-35
23952,144,93,1,-35
23953,145,93,3,-35
23954,146,93,5,-35
23955,147,93,7,-35
23956,148,93,8,-35
23957,149,93,10,-35
23958,150,93,12,-35
23959,151,93,14,-35
23960,152,93,16,-35
23961,153,93,17,-35
23962,154,93,19,-35
23963,155,93,21,-35
23964,156,93,23,-35
23965,157,93,24,-35
23966,158,93,26,-35
23967,159,93,28,-35
